PID4413_Tumor_RNA		PID4418_Tumor_insulinoma_RNA		PID4447_Tumor_RNA		PID4468_Tumor_MTC_RNA		PID4596_13006_Tumor_RNA		PT087_Primary_RNA		PT087_Recurrent_RNA		PT165_Primary_RNA		PT165_Recurrent_RNA		PT208_P1_Tumor_RNA		PT208_P2_Tumor_RNA		PT211_S1_Tumor_RNA		PT211_S2_Tumor_RNA		PT218_Primary_RNA	
91.61		99.64365		117.71171		218.10611		81.42442		35.107216		33.937		25.16533		23.19539		152.393		216.553		86.022		55.657		17.403404	
92.22		100.06006		118.064064		218.15115		81.71972		35.322647		34.122		25.235472		23.187374		152.527		217.236		86.428		55.769		17.456457	
92.329		100.54555		118.29029		219.80481		81.7978		35.356712		34.307		25.357716		23.322645		152.898		217.367		86.549		55.867		17.54955	
92.526		100.75776		118.39539		221.31432		81.993996		35.45491		34.503		25.450901		23.455912		153.698		217.656		86.779		56.038		17.528528	
92.457		101.01001		118.7017		222.06607		82.24324		35.606213		34.731		25.532064		23.507013		153.577		218.013		86.947		56.032		17.645645	
92.556		101.363365		119.23424		222.87387		82.363365		35.737476		34.817		25.556112		23.559118		154.058		218.149		87.26		56.159		17.74074	
92.675		101.61261		119.685684		223.31131		82.77778		35.902805		35.02		25.650301		23.635271		154.479		218.706		87.354		56.346		17.80881	
92.91		101.81582		120.22022		224.28128		82.92393		35.977955		35.159		25.768538		23.765532		155.125		219.12		87.699		56.423		17.943943	
93.055		102.18619		120.49349		224.7007		83.19419		36.092186		35.255		25.887775		23.883768		155.652		219.496		87.805		56.7		17.992992	
92.92		102.586586		120.8999		225.01001		83.33133		36.11924		35.43		25.97996		23.897795		156.037		219.982		87.877		56.692		18.11111	
93.161		102.88288		121.19219		225.39839		84.05105		36.244488		35.587		25.970942		24.01002		156.408		220.451		88.011		56.851		18.179178	
93.417		103.0991		121.72572		226.1031		84.12512		36.37375		35.756		26.061123		24.112225		156.603		220.943		88.365		56.964		18.245245	
93.687		103.47848		122.266266		226.24524		84.27227		36.45892		35.863		26.139278		24.189379		156.968		221.308		88.567		57.098		18.244244	
93.994		104.12212		122.85385		226.96997		84.578575		36.456913		36.02		26.262526		24.313627		157.594		221.76		88.76		57.227		18.273273	
94.23		104.45646		123.354355		227.12112		84.76576		36.59018		36.102		26.422846		24.416834		158.014		222.398		88.938		57.353		18.397398	
94.436		104.67968		123.714714		227.93994		85.03603		36.723446		36.145		26.45491		24.457916		158.385		222.67		89.114		57.381		18.417418	
94.482		105.07708		124.14314		228.75876		85.51151		36.787575		36.227		26.49499		24.59018		159.124		222.967		89.27		57.498		18.538538	
94.709		105.25325		124.82883		228.82784		85.75575		36.85972		36.404		26.544088		24.650301		159.5		223.786		89.59		57.72		18.613613	
95.041		105.5035		125.04905		230.0891		85.98899		36.878757		36.484		26.685371		24.781563		159.926		224.707		89.898		57.866		18.695696	
95.332		105.58959		125.62963		230.53754		86.18418		36.94389		36.539		26.713427		24.848698		160.116		231.576		90.166		57.949		18.797798	
95.645		105.81481		125.96997		231.004		86.28128		37.003006		36.716		26.764528		24.98998		160.558		232.43		90.334		58.007		18.865866	
95.864		106.08508		126.05505		231.005		86.33934		37.083168		36.843		26.829659		25.046093		160.981		233.179		90.53		58.192		18.90991	
95.891		106.43343		126.228226		230.71571		86.32232		37.23547		37.056		26.91483		25.1002		161.329		233.998		90.705		58.406		18.962963	
96.01		106.596596		126.384384		230.61961		86.421425		37.37976		37.103		27.01002		25.182365		161.81		234.888		90.978		58.439		19.04104	
96.431		106.675674		126.99099		230.28429		86.343346		37.382767		37.241		27.068136		25.237474		162.185		235.626		91.218		58.595		19.12112	
96.71		107.44845		127.297295		230.93593		86.54555		37.46593		37.345		27.214428		25.307615		162.587		236.196		91.327		58.677		19.167168	
96.954		107.95896		127.402405		231.03903		86.713715		37.56413		37.488		27.383768		25.451904		163.015		236.654		91.532		58.961		19.217216	
97.057		108.14314		127.60861		231.13814		86.75075		37.652306		37.641		27.45491		25.579159		163.301		237.085		91.793		59.036		19.21021	
97.384		108.362366		127.55456		232.6937		86.74474		37.744488		37.832		27.528055		25.635271		163.471		237.502		91.963		59.225		19.295296	
97.567		108.70971		127.8038		232.70871		86.7998		37.778557		37.918		27.562124		25.741484		163.6		237.916		92.315		59.252		19.356356	
97.665		109.05706		128.1001		233.26025		86.68668		37.911823		37.983		27.68036		25.827656		164.137		238.582		92.239		59.266		19.411411	
97.908		109.363365		128.43544		233.38939		86.92893		38.191383		38.114		27.741484		25.94489		164.665		238.812		92.522		59.327		19.457457	
98.102		109.771774		128.46646		233.7968		87.111115		38.322647		38.178		27.715431		26.00501		164.833		239.426		92.583		59.402		19.514515	
98.359		110.27227		128.71872		234.64264		87.32132		38.408817		38.289		27.808617		26.088177		165.106		239.479		92.568		59.492		19.559559	
98.539		110.75676		128.82683		234.72772		87.47247		38.47495		38.422		27.748497		26.157314		165.062		240.126		92.794		59.607		19.608608	
98.84		111.001		129.26526		234.81482		87.685684		38.618237		38.51		27.717434		26.189379		165.822		240.43		92.99		59.858		19.66967	
99.154		110.95295		129.4028		234.47447		87.75475		38.78657		38.607		27.771544		26.27054		166.558		241.437		93.092		59.959		19.715715	
99.315		111.587585		129.45892		234.56557		88.01101		38.93186		38.708		27.83567		26.346693		167.295		241.866		93.604		60.09		19.804806	
99.556		111.878876		129.58717		235.07307		88.16216		39.07014		38.793		27.845692		26.442886		168.259		242.1		93.906		60.145		19.88889	
99.615		112.06506		129.78958		235.2012		88.46546		39.11523		38.916		27.82064		26.53507		168.659		242.195		93.989		60.209		19.964966	
99.897		112.31231		129.85371		235.26427		88.66867		39.26453		39.077		27.873747		26.64028		169.425		242.612		94.412		60.28		19.956957	
100.593		112.55656		130.14128		235.86086		88.800804		39.412827		39.163		27.927856		26.693386		169.781		242.934		94.564		60.501		19.977978	
100.897		112.52753		130.3477		235.85986		88.85385		39.456913		39.154		27.959919		26.658318		170.101		242.904		94.79		60.681		20.068068	
101.106		110.87488		130.78157		235.77478		89.024025		39.538074		39.38		28.088177		26.756514		170.803		242.78		95.228		60.79		20.184185	
101.188		111.278275		131.1984		236.38338		89.258255		39.548096		39.434		28.103207		26.843687		170.922		243.106		95.42		60.877		20.254253	
101.271		111.22022		131.37875		236.3944		89.15415		39.5491		39.595		28.12926		26.93487		171.42		243.531		95.618		60.922		20.25926	
101.553		111.7998		131.60521		236.83984		89.20621		39.621243		39.732		28.08517		27.032064		172.045		243.802		95.673		61.125		20.231232	
101.859		112.21121		131.64429		237.45946		89.11511		39.666332		39.842		28.116232		27.118237		172.369		243.971		95.77		61.251		20.218218	
102.126		112.402405		132.11723		237.24425		89.10811		39.742485		40.017		28.19439		27.207415		172.722		244.443		96.109		61.361		20.333334	
102.212		112.42542		132.40681		237.94394		89.17918		39.870743		40.245		28.276552		27.27555		172.976		244.651		96.419		61.514		20.381382	
102.465		112.58058		132.81764		237.74875		89.1982		39.982967		40.521		28.267534		27.298597		173.019		244.908		96.509		61.583		20.454454	
102.777		113.12813		133.08116		237.76276		89.314316		40.22445		40.729		28.331663		27.24048		173.121		244.735		96.797		61.756		20.544544	
103.019		113.4975		133.52505		238.11511		89.382385		40.333668		40.774		28.347696		27.310621		173.61		245.89		97.07		61.886		20.60961	
103.185		113.983986		133.75652		238.07507		89.34835		40.32465		40.785		28.42986		27.372746		173.843		246.022		97.184		61.962		20.666666	
103.484		114.33834		133.80661		238.24023		89.442444		40.455914		40.861		28.498999		27.468939		174.129		246.206		97.149		61.962		20.690691	
103.494		114.722725		134.005		238.37038		89.345345		40.51503		40.856		28.641283		27.558117		174.526		246.211		97.244		62.044		20.78078	
103.684		114.85285		134.26152		238.9089		89.52052		40.637276		40.979		28.637274		27.654308		174.969		246.372		97.48		62.087		20.841843	
103.771		115.27327		134.77255		239.02702		89.538536		40.766533		41.048		28.639278		27.751503		175.186		246.089		97.466		62.119		20.876877	
104.007		115.519516		134.92084		238.85486		89.65966		41.02104		41.153		28.68036		27.905811		175.182		245.871		97.304		62.353		20.927927	
104.454		116.014015		135.2064		238.8028		89.71071		41.095192		41.285		28.693386		27.940882		175.532		246.184		97.425		62.447		21.015015	
104.742		116.31231		135.0992		239.05305		89.74775		41.202404		41.337		28.716433		27.997995		175.788		246.379		97.645		62.587		21.132132	
104.818		116.60461		135.22345		238.97098		89.91392		41.244488		41.411		28.78958		28.040081		175.894		246.656		97.409		62.446		21.153152	
104.984		117.15015		137.28458		238.8929		90.1041		41.346695		41.755		28.81964		28.064129		176.105		247.09		97.393		62.57		21.341341	
105.138		117.344345		137.36574		239.3033		90.08108		41.472946		41.822		28.818638		28.103207		175.992		246.825		97.41		62.718		21.451452	
105.141		117.48649		137.42986		239.59259		90.24525		41.599197		41.891		28.848698		28.134268		176.243		247.075		97.642		62.657		21.465466	
105.392		117.92593		137.56012		239.34834		90.25526		41.592186		41.902		28.912827		28.223448		176.378		246.485		97.606		62.701		21.507507	
105.431		118.19219		137.9058		239.5005		90.275276		41.66433		42.035		28.990982		28.306614		177.01		246.767		97.416		62.905		21.57057	
105.644		118.6997		138.0531		238.92993		90.27928		41.678356		42.117		28.958918		28.376753		177.245		246.753		97.52		62.899		21.67167	
105.862		119.17618		138.04108		239.18619		90.256256		41.79559		42.201		29.013025		28.461924		177.466		246.912		97.466		63.021		21.696697	
106.203		119.285286		138.13026		239.36537		90.24525		41.927856		42.212		29.0992		28.47996		177.919		247.084		97.601		63.091		21.776777	
106.649		119.87588		138.44589		239.25125		90.17518		41.97395		42.193		29.117235		28.517035		178.108		247.214		97.797		63.087		21.842842	
107.00901		120.04604		138.45291		239.33534		90.16717		42.07515		42.263		29.105211		28.554108		178.42		247.538		98.111		63.128		21.928928	
107.0		120.38538		138.63628		239.06206		90.17818		42.043087		42.226		29.163326		28.56012		178.446		247.731		98.363		63.231		21.974976	
107.353355		120.30831		138.56914		239.09218		90.24324		41.97996		42.36		29.268538		28.597195		179.198		247.548		98.5015		63.304306		21.992992	
107.55355		120.656654		139.18336		239.23747		90.29129		41.915833		42.413		29.410822		28.597195		179.374		247.818		98.64365		63.333332		22.018019	
107.80981		120.94895		139.58015		240.17435		90.27027		41.966934		42.49		29.471945		28.61022		179.57		247.584		99.042046		63.38939		22.005005	
108.064064		121.28329		137.66032		240.47795		90.353355		42.033066		42.551		29.468939		28.688377		179.914		247.737		98.05105		63.426426		22.055056	
108.13413		121.61462		137.7525		240.22044		90.3974		42.053104		42.686		29.427856		28.70541		180.098		247.415		98.21421		63.436436		22.057056	
108.39039		121.8028		138.04408		241.14128		90.46847		42.14128		42.815		29.539078		28.810621		179.998		248.016		98.31332		63.64665		22.07007	
108.403404		122.08108		138.22144		240.74649		90.695694		42.285572		42.731		29.538076		28.787575		180.015		248.414		98.48849		63.798798		22.12913	
108.73874		122.38839		138.4469		240.5		90.6987		42.33467		42.81		29.548096		28.866734		180.037		248.403		98.78278		63.825825		22.174173	
108.742744		122.352356		138.75452		240.46092		90.57658		42.45992		42.823		29.532064		28.913828		180.508		248.47		98.974976		63.743744		22.226227	
108.8048		122.634636		138.96593		240.51804		90.41742		42.5511		42.869		29.5501		28.980963		180.802		248.195		99.015015		63.807808		22.224224	
108.84785		122.75375		139.16032		240.69038		90.36036		42.582165		42.887		29.593185		28.987976		180.874		248.386		99.001		63.754753		22.211212	
108.96997		123.14715		139.00902		240.30661		90.37838		42.646294		42.961		29.657314		29.089178		180.969		248.359		99.15315		63.8999		22.308308	
108.606606		123.362366		139.07114		240.67235		90.31031		42.744488		42.956		29.653307		29.064129		181.062		248.35		99.11311		63.68869		22.342342	
109.45646		123.31131		139.27756		240.46092		90.36837		42.86573		43.012		29.671343		29.123247		181.184		247.949		99.102104		63.92192		22.45045	
109.673676		123.5025		139.26654		241.06914		90.39639		42.945892		43.012		29.72946		29.102205		181.269		248.133		99.335335		63.93093		22.485485	
109.56156		123.71872		139.31262		241.10822		90.4955		43.024048		42.953		29.713427		29.169338		181.173		247.911		99.32232		63.815815		22.569569	
109.63964		124.04705		139.31863		240.96393		90.5005		43.16433		43.009		29.79459		29.227455		181.572		247.291		99.25325		63.83083		22.569569	
109.81782		124.76376		139.49298		242.01102		90.451454		43.16433		43.076		29.87475		29.303608		181.801		247.268		99.17818		63.82883		22.617619	
110.003006		125.06807		139.88077		241.2495		90.37637		43.27956		43.138		29.973948		29.350702		181.883		247.497		99.22423		63.973972		22.697699	
110.12913		125.306305		139.8487		241.17735		90.36937		43.361725		43.235		29.953907		29.350702		181.522		247.299		99.22923		64.02903		22.684685	
110.39139		125.48148		139.91985		240.49399		90.34835		43.423847		43.258		30.03006		29.398798		181.483		247.173		99.295296		64.08608		22.766768	
110.47347		125.78779		140.04509		240.7475		90.45646		43.437878		43.301		30.07515		29.425852		181.85		246.865		99.16116		64.1051		22.802803	
110.51051		125.956955		140.24449		240.96393		90.29129		43.507015		43.349		30.089178		29.528055		182.162		247.023		99.248245		64.17017		22.830832	
110.56657		126.19319		140.26955		240.86473		90.432434		43.62525		43.363		30.159319		29.507013		182.442		247.476		99.12813		64.34234		22.893894	
110.67868		126.47648		140.36774		241.11623		90.363365		43.612225		43.356		30.150301		29.569138		182.84		247.549		99.1041		64.38939		22.934935	
110.65866		126.996994		140.57916		241.18837		90.37137		43.763527		43.43		30.288578		29.596193		183.142		247.66		99.27428		64.411415		22.954954	
111.111115		126.97097		140.82666		241.67535		90.19219		43.977955		43.481		30.256514		29.641283		183.181		247.153		99.327324		64.56156		22.96897	
111.23123		127.024025		140.89078		242.09018		90.15616		43.97996		43.454		30.28958		29.628256		183.541		247.152		99.47247		64.48949		23.02002	
111.25025		127.297295		140.82365		242.65932		90.006004		43.93186		43.432		30.296593		29.798597		183.849		247.079		99.55155		64.382385		23.043043	
111.46046		127.365364		141.26353		242.81964		89.917915		44.028057		43.467		30.34469		29.807615		183.875		247.303		99.75976		64.42042		23.086086	
111.55055		127.54354		141.36974		241.66733		89.80681		44.118237		43.379		30.371744		29.777555		183.705		247.353		99.86286		64.32232		23.128128	
111.57658		127.954956		141.52003		241.9439		89.80781		44.117233		43.399		30.458918		29.857716		184.551		247.723		100.063065		64.519516		23.058058	
112.0971		128.25226		142.01904		241.96593		89.721725		44.1493		43.456		30.523046		29.995993		184.716		248.243		99.93994		64.586586		23.072073	
112.29129		128.3063		142.00801		241.85771		89.355354		44.02505		43.355		30.53507		29.997995		184.759		248.216		100.04004		64.586586		23.123123	
112.44845		128.74875		141.91684		242.43488		89.07708		44.07916		43.368		30.558117		30.046093		184.661		248.056		100.06106		64.663666		23.078077	
112.58158		128.66867		142.16132		242.35973		88.86687		44.14529		43.455		30.52505		30.123247		184.632		248.223		100.209206		64.712715		23.03003	
112.35035		128.66867		142.25551		242.36974		88.80681		44.218437		43.479		30.496994		30.143286		184.578		247.917		100.32132		64.906906		22.942944	
112.50851		128.65866		142.46292		242.18137		89.033035		44.31964		43.555		30.518036		30.14028		184.606		247.892		100.6006		65.02903		23.012012	
112.683685		128.95895		142.4469		241.95592		88.90491		44.28457		43.544		30.415833		30.102205		185.033		247.847		100.47748		64.97298		23.04905	
112.63864		128.26427		142.26453		240.9058		88.61261		44.352707		43.593		30.360722		30.043087		184.502		247.854		100.6997		64.9029		23.118118	
112.67868		128.28929		142.37675		240.71744		88.42743		44.378757		43.544		30.380762		30.068136		184.61		247.761		100.976974		65.01101		23.171171	
112.82382		128.36937		142.6012		240.8517		88.353355		44.340683		43.653		30.332664		30.069138		185.041		247.637		101.12512		65.1952		23.218218	
112.98098		128.65366		142.63026		240.62726		88.045044		44.26954		43.62		30.33467		30.07014		184.827		247.81		101.01201		65.209206		23.238237	
113.033035		128.93494		142.71342		240.76353		87.635635		44.289577		43.63		30.438877		30.098196		184.835		247.968		101.0991		65.11912		23.21922	
112.99099		129.14314		142.55711		240.84068		87.26527		44.34369		43.595		30.427856		30.16032		185.067		247.555		100.94495		65.121124		23.27027	
112.84685		135.1121		142.81163		240.11623		86.964966		44.503006		43.602		31.301603		30.151302		185.248		247.134		100.91392		65.16717		23.280281	
112.8959		135.09709		142.93887		240.74348		86.76677		44.54008		43.621		31.355711		30.174349		185.459		247.011		100.741745		65.04004		23.2993	
112.947945		135.17317		142.93086		241.09819		86.64064		44.43587		43.582		31.37475		30.163326		185.678		246.999		100.751755		65.12212		23.32032	
113.12512		135.77077		143.1022		241.21242		86.52252		44.436874		43.548		31.34469		30.215431		185.74		246.696		100.771774		65.023026		23.327328	
113.42542		135.65265		143.19339		241.23346		86.43844		44.496994		43.45		31.314629		30.206413		186.167		246.588		100.88989		64.967964		23.33934	
113.71972		135.84384		143.64429		241.36273		86.78779		44.527054		43.449		31.333668		30.217434		186.258		245.972		101.07607		64.95396		23.308308	
113.6026		135.77577		143.53006		241.28758		86.74875		44.64128		43.425		31.340681		30.357716		186.519		245.386		100.85486		64.7968		23.341341	
113.53153		135.4134		143.59819		240.96794		86.47648		44.681362		43.459		31.33567		30.355711		186.671		245.528		101.1041		64.84985		23.365366	
113.69669		135.44244		143.99199		240.93788		86.275276		44.710423		43.401		31.23948		30.365732		186.82		245.325		100.993996		64.94294		23.312313	
113.94895		135.7127		144.19138		240.499		86.032036		44.731464		43.368		31.232466		30.326653		187.185		244.993		101.043045		64.8959		23.389389	
114.442444		135.97798		144.83467		239.33568		86.11812		44.7996		43.397		31.253508		30.300602		187.494		244.852		101.121124		64.743744		23.401402	
114.55155		135.97897		144.86974		239.33667		85.936935		44.88076		43.424		31.311623		30.287575		187.547		244.256		101.035034		64.732735		23.39039	
114.77277		136.47348		144.99098		238.61423		85.983986		44.846695		43.584		31.280561		30.308617		187.341		244.082		100.955956		64.684685		23.378378	
115.034035		136.91292		145.07616		238.42285		85.91992		44.800602		43.603		31.329659		30.277555		187.843		243.603		100.84384		64.66867		23.383383	
115.18418		137.21422		145.21342		238.10822		85.73874		44.803608		43.639		31.381763		30.273546		187.873		243.686		101.064064		64.72773		23.346346	
115.12412		137.29529		145.28857		238.0972		85.4965		44.804607		43.72		31.307615		30.281563		188.195		243.094		101.20521		64.82382		23.336336	
115.18418		137.25626		145.39679		238.2936		85.363365		44.926853		43.79		31.30461		30.337675		188.42		242.93		101.56657		65.17618		23.343344	
115.14314		137.3994		145.46693		238.30461		85.09109		44.837677		43.76		31.382765		30.5		188.21		242.797		101.58959		65.1982		23.371372	
115.24625		137.32332		145.56313		238.505		84.946945		44.725452		43.78		31.393787		30.498999		187.986		242.199		101.82082		65.18118		23.415415	
115.55255		136.9109		145.87074		238.19138		84.597595		44.6493		43.677		31.440882		30.6002		187.65		241.899		101.71772		65.11311		23.455456	
115.49049		137.05305		146.22144		238.40881		84.21622		44.723446		43.736		31.53006		30.584167		187.284		241.795		101.66767		65.05505		23.474474	
115.57558		137.2993		146.36172		237.59619		83.81181		44.774548		43.7		31.573147		30.671343		187.07		241.96		101.74975		65.102104		23.497498	
115.62262		137.57257		146.47295		237.4439		83.616615		44.770542		43.651		31.651302		30.784569		186.909		241.246		101.7067		65.15616		23.562563	
115.723724		137.91692		146.67836		237.1453		83.43043		44.697395		43.746		31.79058		30.90481		187.137		241.213		101.75876		65.05706		23.55856	
115.87588		138.35635		147.0531		237.43988		83.44544		44.68938		43.752		31.793587		30.950901		187.009		241.321		101.751755		65.03904		23.54955	
115.73774		138.73474		147.05211		237.53407		83.15015		44.718437		43.647		31.742485		30.958918		186.901		241.499		101.64865		65.064064		23.479479	
115.80681		138.7027		146.90681		237.38477		82.935936		44.789577		43.66		31.748497		30.930862		187.089		241.35		101.65265		65.10611		23.538538	
115.810814		138.67368		147.08717		236.58818		82.907906		44.759518		43.613		31.771544		30.937876		186.801		241.06		101.68668		65.16817		23.582582	
115.78879		138.57957		147.11623		236.81062		82.69669		44.68036		43.468		31.82064		30.959919		187.013		240.876		101.57357		65.1962		23.613613	
