2_Pilot_1	2_Pilot_10	2_Pilot_11	2_Pilot_3	2_Pilot_9	3_Pilot_1	3_Pilot_10	3_Pilot_11	3_Pilot_3	3_Pilot_9	Pilot_1	Pilot_10	Pilot_11	Pilot_3	Pilot_9	MSSM_RNA_PFC_2	PITT_RNA_PFC_1263	PITT_RNA_PFC_1581	MSSM_RNA_PFC_128	MSSM_RNA_PFC_141	MSSM_RNA_PFC_143	MSSM_RNA_PFC_146	MSSM_RNA_PFC_147	MSSM_RNA_PFC_148	MSSM_RNA_PFC_155	MSSM_RNA_PFC_159	MSSM_RNA_PFC_161	MSSM_RNA_PFC_163	MSSM_RNA_PFC_165	MSSM_RNA_PFC_166	MSSM_RNA_PFC_168	MSSM_RNA_PFC_176	MSSM_RNA_PFC_181	MSSM_RNA_PFC_184	MSSM_RNA_PFC_191	MSSM_RNA_PFC_198	MSSM_RNA_PFC_207	MSSM_RNA_PFC_286	MSSM_RNA_PFC_299	MSSM_RNA_PFC_303	MSSM_RNA_PFC_329	MSSM_RNA_PFC_67	MSSM_RNA_PFC_79	MSSM_RNA_PFC_93	MSSM_RNA_PFC_97	PENN_RNA_PFC_1	PENN_RNA_PFC_10	PENN_RNA_PFC_21	PENN_RNA_PFC_52	PENN_RNA_PFC_61	PENN_RNA_PFC_98	PITT_RNA_PFC_10025	PITT_RNA_PFC_1026	PITT_RNA_PFC_1086	PITT_RNA_PFC_1454	PITT_RNA_PFC_1524	PITT_RNA_PFC_1542	MSSM_RNA_PFC_106	MSSM_RNA_PFC_109	MSSM_RNA_PFC_11	MSSM_RNA_PFC_118	MSSM_RNA_PFC_122	MSSM_RNA_PFC_133	MSSM_RNA_PFC_197	MSSM_RNA_PFC_273	MSSM_RNA_PFC_293	MSSM_RNA_PFC_316	MSSM_RNA_PFC_34	MSSM_RNA_PFC_343	MSSM_RNA_PFC_360	MSSM_RNA_PFC_365	MSSM_RNA_PFC_46	MSSM_RNA_PFC_57	MSSM_RNA_PFC_65	MSSM_RNA_PFC_73	PENN_RNA_PFC_101	PENN_RNA_PFC_23	PENN_RNA_PFC_5	PENN_RNA_PFC_59	PENN_RNA_PFC_73	PENN_RNA_PFC_95	PITT_RNA_PFC_10020	PITT_RNA_PFC_1284	PITT_RNA_PFC_1558	PITT_RNA_PFC_1734	PITT_RNA_PFC_516	PITT_RNA_PFC_539	PITT_RNA_PFC_700	MSSM_RNA_PFC_144	MSSM_RNA_PFC_153	MSSM_RNA_PFC_164	MSSM_RNA_PFC_173	MSSM_RNA_PFC_199	MSSM_RNA_PFC_20	MSSM_RNA_PFC_214	MSSM_RNA_PFC_225	MSSM_RNA_PFC_236	MSSM_RNA_PFC_239	MSSM_RNA_PFC_244	MSSM_RNA_PFC_255	MSSM_RNA_PFC_260	MSSM_RNA_PFC_27	MSSM_RNA_PFC_284	MSSM_RNA_PFC_295	MSSM_RNA_PFC_296	MSSM_RNA_PFC_304	MSSM_RNA_PFC_311	MSSM_RNA_PFC_315	MSSM_RNA_PFC_323	MSSM_RNA_PFC_326	MSSM_RNA_PFC_336	MSSM_RNA_PFC_385	MSSM_RNA_PFC_394	MSSM_RNA_PFC_43	MSSM_RNA_PFC_58	MSSM_RNA_PFC_82	MSSM_RNA_PFC_92	PENN_RNA_PFC_19	PENN_RNA_PFC_67	PENN_RNA_PFC_82	PITT_RNA_PFC_1209	PITT_RNA_PFC_537	PITT_RNA_PFC_567	Pilot_1	Pilot_10	Pilot_11	Pilot_12	Pilot_17	Pilot_18	Pilot_2	Pilot_3	Pilot_4	Pilot_5	Pilot_6	Pilot_7	Pilot_8	Pilot_9
29.82151	31.094595	34.443577	26.007856	22.05862	32.577354	18.597115	35.134445	19.865826	9.596372	26.311779	29.276905	30.234018	36.15376	19.001108	18.34428	24.178173	10.54535	31.354546	43.028507	44.73726	26.142698	32.20725	41.376846	47.897583	52.074074	53.960938	29.44816	54.406643	57.75253	21.961363	30.862457	22.169897	31.697384	41.37701	22.260626	61.396824	30.770975	22.598639	25.141714	32.12599	25.0	29.05549	28.53491	33.32192	37.180973	60.353794	34.162846	27.621405	43.13892	36.697754	38.23008	37.375587	66.49204	48.958996	49.289623	30.982162	25.864834	30.360802	36.499435	36.76678	29.333334	27.225	50.272312	41.139774	9.275229	38.36788	33.498867	31.700796	33.427593	39.723236	33.58601	47.399773	40.05357	52.69162	34.24297	39.36424	33.284767	28.739864	11.980963	73.9513	31.275545	46.635464	34.62138	41.547947	66.65506	44.028343	46.465347	18.853489	32.3948	26.454338	25.271824	36.49942	27.13708	37.534233	15.681093	38.237614	35.88255	6.239326	41.196552	29.209946	24.986176	28.806976	34.232	25.82599	24.79098	17.217833	35.922123	16.508512	47.084446	28.423729	27.840223	6.442438	7.884009	27.127802	29.541096	63.1566	25.818285	38.268322	14.870709	45.06908	25.38305	31.014557	67.77931	19.292185	30.688963	27.347239	43.263935	47.517128	35.959724	38.859108	47.628277	31.939774	41.342136	22.776136	38.012558	15.4885845
29.797483	31.132883	34.35419	26.003366	22.01839	32.627804	18.670366	35.184444	19.897936	9.580499	26.317553	29.360987	30.21347	36.136417	19.046564	18.325027	24.110245	10.52698	31.396591	42.974915	44.693092	26.15942	32.157417	41.343925	47.859608	52.02662	53.90067	29.397993	54.43528	57.62767	22.017046	30.789177	22.13569	31.705347	41.333332	22.231544	61.42177	30.76644	22.600906	25.05943	32.05335	25.004545	29.012716	28.53491	33.372147	37.15893	60.38616	34.181194	27.560413	43.23077	36.71236	38.195286	37.346245	66.41591	48.994305	49.31585	30.938684	25.91867	30.240534	36.482525	36.745167	29.310503	27.125	50.185356	41.02727	9.283257	38.351936	33.466064	31.680319	33.27138	39.830296	33.576836	47.2718	40.058037	52.8514	34.273342	39.312363	33.295807	28.748875	11.976483	73.88562	31.221584	46.59802	34.584633	41.38356	66.58989	43.973923	46.427944	18.818605	32.374435	26.445206	25.261879	36.515606	27.14719	37.464645	15.710377	38.309685	35.799778	6.24382	41.24138	29.15138	24.94579	28.886047	34.24914	25.74229	24.793179	17.102709	35.95937	16.44722	46.942223	28.360453	27.92067	6.4571104	7.908784	27.132286	29.515982	62.84452	25.784	38.197296	14.866133	45.154606	25.38305	30.93617	67.711494	19.260475	30.649944	27.361895	43.277588	47.521545	35.89068	38.781216	47.509693	31.879545	41.30884	22.727272	38.041096	15.477169
29.824944	31.166666	34.36201	26.013468	22.049425	32.636772	18.703663	35.253334	19.938074	9.569161	26.33141	29.409193	30.251143	36.0948	19.055494	18.31257	24.12709	10.520092	31.403868	42.91106	44.61042	26.149387	32.110985	41.245174	47.9977	51.96875	53.851562	29.424107	54.4307	57.648647	22.112629	30.921082	22.168756	31.74744	41.40161	22.28971	61.253967	30.767574	22.568027	25.167048	32.042046	25.005688	29.07977	28.59572	33.401825	37.106728	60.35531	34.069954	27.428572	43.10907	36.733707	38.161797	37.308685	66.44091	48.883827	49.339043	30.945312	26.018328	30.311037	36.591885	36.780434	29.374857	27.084091	50.194733	41.085228	9.316514	38.340546	33.606335	31.721273	33.339794	39.88155	33.451836	47.236694	40.06027	52.94078	34.27109	39.319336	33.230686	28.737316	11.94843	73.87656	31.246843	46.52423	34.546772	41.33105	66.44432	43.922813	46.513214	18.806976	32.31561	26.431507	25.296133	36.494797	27.153933	37.35017	15.797035	38.333332	35.752796	6.1876407	41.22299	29.198895	25.091118	28.805815	34.185143	25.75771	24.750275	17.126411	36.004513	16.45176	46.912224	28.379662	27.893736	6.464407	7.9222097	27.08296	29.502283	62.81299	25.805714	38.11387	14.813501	45.29199	25.433748	30.87794	67.62069	19.235561	30.619844	27.368658	43.425484	47.521545	35.93671	38.679268	47.611874	31.895454	41.2744	22.64091	37.7363	15.502857
29.84897	31.190315	34.40335	25.952862	22.09321	32.642376	18.649279	35.337776	19.90711	9.580499	26.254042	29.380045	30.18379	36.04162	19.053274	18.307257	24.111732	10.509759	31.339407	42.809578	44.4229	26.16183	32.157417	41.185017	48.091015	51.83912	53.97433	29.502232	54.50859	57.576576	22.083143	30.91319	22.13569	31.765375	41.346375	22.258389	61.375282	30.80839	22.588436	25.0881	32.172924	25.105803	29.196531	28.649775	33.356163	37.052265	60.325138	34.02523	27.396313	43.076923	36.698875	38.070786	37.28907	66.2875	48.843784	49.351597	30.90838	26.072165	30.477678	36.572716	36.74744	29.467964	27.070616	50.162846	41.095455	9.353617	38.340546	33.617214	31.716724	33.423515	39.919136	33.537846	47.218575	40.138546	52.896088	34.229473	39.240883	33.346577	28.709131	11.952862	73.798416	31.187141	46.497242	34.518932	41.32	66.43757	43.95573	46.460354	18.763954	32.283936	26.517714	25.285084	36.47338	27.197752	37.43883	15.802736	38.319054	35.68085	6.183146	41.26007	29.068508	25.113165	28.755814	34.04	25.669603	24.815182	17.136568	36.01469	16.405682	46.715557	28.548643	27.889137	6.4711866	7.8928976	27.08296	29.55822	62.67713	25.77143	38.16911	14.811213	45.301865	25.369196	30.86547	67.40804	19.305777	30.714603	27.375847	43.529613	47.5558	35.906788	38.63574	47.577625	31.927273	41.136623	22.563637	37.704338	15.483982
29.929062	31.253378	34.414524	25.946129	22.131186	32.610985	18.644838	35.366665	19.982779	9.535148	26.232101	29.487669	30.188356	36.09017	19.1798	18.292517	24.059284	10.52069	31.371298	42.847206	44.552155	26.131697	32.15289	41.18182	48.106113	51.820602	54.108257	29.612722	54.485683	57.4527	22.178816	30.908682	22.191563	31.744875	41.387096	22.315435	61.417233	30.787981	22.570295	25.171625	32.202503	25.193401	29.210405	28.71509	33.39041	37.08014	60.378773	34.029816	27.40092	43.039036	36.80674	38.028122	37.217392	66.175	48.807297	49.32991	30.926174	26.127148	30.345982	36.651634	36.72665	29.514874	27.046698	50.20298	41.220455	9.401837	38.527336	33.659115	31.715586	33.399544	40.050114	33.583717	47.3171	40.21564	52.84134	34.24297	39.21547	33.35872	28.74859	11.969663	73.8222	31.268656	46.515987	34.6147	41.30057	66.48482	44.04432	46.51652	18.75553	32.31561	26.534857	25.334806	36.48727	27.25618	37.50954	15.783352	38.2593	35.67749	6.186517	41.224396	28.98232	25.142033	28.698486	33.94857	25.734581	24.836084	17.196388	36.029377	16.364773	46.642223	28.61991	27.93729	6.458757	7.93228	27.180696	29.697489	62.77441	25.873142	38.195038	14.857961	45.35236	25.390713	30.855381	67.43793	19.33409	30.77369	27.455982	43.61959	47.623894	35.962025	38.690723	47.61986	31.89091	41.15844	22.518183	37.666668	15.533181
29.965635	31.311161	34.409397	25.863075	22.096663	32.70258	18.695555	35.29778	20.016092	9.538548	26.19515	29.454037	30.22146	36.113297	19.251112	18.32313	24.11758	10.460919	31.349659	42.98516	44.513607	26.203125	32.233295	41.151134	48.191463	51.82639	54.052513	29.889385	54.54181	57.46171	22.209568	30.882751	22.246294	31.80822	41.418686	22.39709	61.56916	30.792517	22.526077	25.172216	32.253986	25.225513	29.341434	28.79955	33.451427	37.0511	60.51732	34.032146	27.367512	43.050518	36.778652	38.061867	37.199764	66.16591	48.888256	49.34361	30.86801	26.152348	30.40067	36.71026	36.62486	29.427917	27.115297	50.22936	41.248863	9.362802	38.512527	33.678368	31.795221	33.46743	40.03531	33.675087	47.37599	40.22905	53.098324	34.30596	39.22873	33.458565	28.656885	11.95613	73.98641	31.2977	46.513783	34.69008	41.235428	66.6018	43.90227	46.52423	18.792782	32.237556	26.577143	25.37348	36.65701	27.360361	37.48597	15.737742	38.182636	35.610302	6.164045	41.21634	29.012182	25.058891	28.701632	33.901714	25.704521	24.914001	17.1774	36.038506	16.375	46.656666	28.744055	27.899216	6.484711	7.893905	27.16386	29.787672	62.705948	25.986286	38.216705	14.849943	45.3326	25.375284	30.882286	67.37012	19.388449	30.784838	27.50113	43.6374	47.672565	35.826237	38.65292	47.693714	31.998863	41.22184	22.474403	37.68343	15.533181
30.008018	31.31567	34.322147	25.907969	22.120829	32.802246	18.738598	35.302223	20.042528	9.561225	26.15127	29.465246	30.297945	36.124855	19.283333	18.417234	24.11646	10.463219	31.384966	42.966896	44.50794	26.262278	32.274067	41.113636	48.208767	51.79514	54.050278	29.806704	54.694954	57.26689	22.215261	30.915445	22.288483	31.768265	41.361015	22.370247	61.79705	30.790249	22.4966	25.176807	32.279045	25.149202	29.383102	28.975225	33.47543	37.068523	60.627934	34.10792	27.346775	43.067738	36.70674	38.075367	37.151585	66.158134	48.86887	49.549713	30.91499	26.21993	30.387278	36.660652	36.549603	29.482838	27.062786	50.158257	41.46818	9.342135	38.65148	33.722538	31.792946	33.544	40.06378	33.66705	47.34768	40.186592	53.34564	34.299213	39.22652	33.482872	28.60045	11.95388	74.04983	31.304598	46.571114	34.809364	41.338287	66.642296	43.939774	46.562775	18.776484	32.149323	26.573715	25.353592	36.565468	27.300676	37.434345	15.735462	38.22097	35.647255	6.175281	41.18642	29.127495	25.077368	28.717949	33.837715	25.681368	24.936052	17.22147	36.089466	16.356817	46.61778	28.79162	27.972004	6.4903736	7.9209933	27.164984	29.83105	62.708195	26.030857	38.226864	14.825888	45.310646	25.312925	30.95174	67.41954	19.370329	30.755854	27.433409	43.72748	47.655975	35.86306	38.621994	47.678856	31.968182	41.279312	22.439135	37.746284	15.5720825
29.982819	31.32469	34.294514	25.927048	22.134638	32.729214	18.730513	35.202446	20.031034	9.548241	26.183603	29.461279	30.386286	36.1875	19.245556	18.379818	24.138857	10.494253	31.464693	43.0	44.54597	26.321428	32.289116	40.986362	48.163784	51.681713	54.096195	29.744135	54.63188	57.248875	22.225513	31.031567	22.322691	31.782858	41.387543	22.426651	61.803856	30.789116	22.497162	25.13892	32.35991	25.208666	29.480324	29.052927	33.56457	37.052265	60.610054	34.075775	27.34908	42.991962	36.661797	38.133858	37.068153	66.07167	48.663628	49.46743	30.853468	26.312716	30.368715	36.5885	36.517673	29.592678	27.126713	50.306194	41.56591	9.308841	38.720955	33.749718	31.82025	33.529144	40.135536	33.649826	47.2752	40.07271	53.449665	34.237347	39.28177	33.533703	28.426636	11.9763775	74.038506	31.375862	46.532524	34.820515	41.463917	66.69404	44.123863	46.552864	18.762514	32.1052	26.542856	25.38895	36.65817	27.266891	37.382023	15.750285	38.21646	35.723404	6.1595507	41.209435	29.08093	25.122543	28.691143	33.806858	25.757174	24.887417	17.262444	35.984146	16.315908	46.536667	28.78256	28.015678	6.4761906	7.918736	27.22472	29.780823	62.64422	26.101831	38.13431	14.857961	45.388584	25.291384	31.0	67.43104	19.398642	30.824778	27.38939	43.820778	47.66482	35.84465	38.667812	47.689144	32.075085	41.296894	22.453302	37.758858	15.565217
29.947308	31.339346	34.257847	26.005611	22.159954	32.607864	18.671492	35.182426	19.989655	9.533484	26.108545	29.47191	30.469715	36.09375	19.285555	18.369614	24.159193	10.498851	31.495443	42.9258	44.584564	26.36384	32.24177	40.970455	48.29181	51.561344	53.92058	29.788826	54.74885	57.222973	22.252848	30.981962	22.324972	31.714285	41.249134	22.450672	61.76304	30.87415	22.499432	25.168772	32.36674	25.208904	29.456018	29.03491	33.509716	37.077908	60.41564	34.06544	27.313364	42.925373	36.66629	37.971878	36.998825	66.144646	48.345497	49.228573	30.746084	26.218786	30.41676	36.479145	36.391106	29.536613	27.169144	50.3628	41.543182	9.287026	38.785633	33.69536	31.769056	33.392	40.14237	33.616093	47.268402	40.012302	53.50616	34.152027	39.237568	33.47345	28.429379	11.989876	73.9932	31.428736	46.31753	34.70011	41.343643	66.77477	44.057953	46.32489	18.774157	31.997738	26.599543	25.289503	36.578217	27.321308	37.149605	15.839225	38.097065	35.67301	6.1483145	41.225807	29.142065	25.052023	28.680653	33.715427	25.749449	24.891832	17.274887	35.915062	16.235228	46.234444	28.845804	27.96749	6.468254	7.958239	27.198877	29.817142	62.506172	26.112127	38.038376	14.838488	45.34248	25.302721	30.902357	67.22988	19.399773	30.763393	27.457626	43.842464	47.64341	35.787113	38.754868	47.540573	32.12059	41.410137	22.47722	37.683067	15.551487
29.925545	31.306652	34.23457	25.948372	22.110472	32.54045	18.596882	35.162403	19.87816	9.527809	26.096998	29.489887	30.540047	36.094906	19.29811	18.250566	24.12444	10.5034485	31.492027	42.913242	44.609535	26.274553	32.060226	40.904545	48.13841	51.411354	53.95414	29.798658	54.68463	57.05518	22.299545	30.96956	22.32611	31.685715	41.245674	22.45679	61.828796	30.831066	22.550625	25.228474	32.384964	25.257992	29.337963	28.980856	33.602287	37.06744	60.230167	34.088406	27.345623	42.719864	36.722473	38.10124	37.07403	66.12756	48.27822	49.26743	30.782997	26.331043	30.39553	36.43292	36.289623	29.551487	27.215103	50.359356	41.62841	9.280138	38.784492	33.627407	31.642368	33.425144	40.157177	33.677013	47.041904	39.92394	53.25868	34.221848	39.370167	33.52655	28.371752	11.9763775	73.95583	31.452873	46.48291	34.80825	41.363117	66.681305	44.177273	46.37665	18.752037	31.989819	26.584192	25.322653	36.565468	27.184893	37.330708	15.865451	38.282486	35.63606	6.152809	41.200462	29.158712	25.054335	28.681818	33.793144	25.789183	24.859823	17.21267	35.912796	16.272728	46.425556	28.89569	27.887892	6.4206347	7.9413095	27.188765	29.868572	62.387207	26.091534	38.02483	14.845361	45.19868	25.285715	30.904602	67.23678	19.399773	30.743303	27.554298	43.89726	47.61905	35.84695	38.68614	47.433144	32.022755	41.426266	22.507412	37.767735	15.544101
29.91638	31.347239	34.318745	25.940516	22.18527	32.65955	18.540089	35.200222	19.850574	9.471056	26.11201	29.49663	30.657894	36.12153	19.389322	18.204082	24.118834	10.48046	31.490889	43.15297	44.586834	26.196428	32.176136	40.932953	48.26182	51.404404	54.02125	29.762598	54.91743	57.06644	22.357632	30.948082	22.224886	31.627428	41.28835	22.460157	61.977325	30.870749	22.554039	25.228735	32.59521	25.316572	29.344149	28.984234	33.61257	37.115116	60.280445	34.14466	27.315668	42.8783	36.70562	38.062992	37.075207	66.17426	48.259975	49.32151	30.814318	26.31386	30.376535	36.427284	36.31927	29.627003	27.221968	50.49828	41.842045	9.291619	38.667046	33.66138	31.758543	33.256	40.089977	33.645977	47.035107	39.96309	53.416573	34.313065	39.354694	33.475082	28.364971	11.959459	74.05436	31.570114	46.547962	34.957638	41.38946	66.78491	44.22841	46.38216	18.759022	32.01923	26.568808	25.34254	36.51101	27.151072	37.235096	15.942923	38.277966	35.534153	6.15618	41.22696	29.233074	25.01156	28.7669	33.771427	25.790287	24.858719	17.261608	35.827858	16.342434	46.444443	28.97279	27.886772	6.4086266	7.928894	27.13708	29.868572	62.454544	26.20733	38.12641	14.856815	45.339188	25.35034	30.921436	67.208046	19.377123	30.768972	27.50905	44.015984	47.642303	35.951614	38.753723	47.507427	31.974972	41.513824	22.489168	37.679634	15.576174
29.97251	31.378805	34.320988	25.846241	22.194477	32.729214	18.583519	35.20356	19.896551	9.475595	26.19977	29.525843	30.69794	36.211807	19.382647	18.171202	24.107624	10.5	31.518223	43.086758	44.493755	26.285715	32.16023	40.867046	48.331028	51.34183	53.986576	29.791714	54.852066	56.932434	22.296127	30.88939	22.215754	31.618286	41.234142	22.525253	61.900227	30.951246	22.488054	25.218391	32.597492	25.36	29.336037	29.014639	33.613716	37.094185	60.1743	34.16762	27.241936	42.81745	36.649437	37.99775	37.09283	66.07517	48.345497	49.351257	30.786354	26.434135	30.319553	36.44194	36.37514	29.610985	27.171625	50.50861	41.9	9.285878	38.668186	33.67724	31.714123	33.325714	40.11959	33.731033	47.214043	39.871365	53.268757	34.20045	39.262985	33.47176	28.39661	11.978603	74.07928	31.468966	46.507168	35.044594	41.399773	66.800674	44.13409	46.531937	18.766006	32.05317	26.590597	25.351381	36.559677	27.18602	37.34083	15.883562	38.329945	35.417694	6.155056	41.380184	29.321865	25.106358	28.833334	33.656	25.806843	24.886314	17.183466	35.744053	16.32082	46.454445	28.908163	27.835201	6.4222474	7.9209933	27.11236	29.828571	62.38833	26.05842	38.14334	14.832761	45.32382	25.396826	30.906847	67.31494	19.416761	30.67076	27.605888	44.098175	47.640087	35.980415	38.82474	47.64686	31.997725	41.59908	22.488028	37.518307	15.572738
29.935854	31.365688	34.445568	25.818182	22.13809	32.692135	18.537863	35.182426	19.84138	9.482407	26.218245	29.550056	30.781464	36.15625	19.37041	18.166857	24.09305	10.456322	31.56606	43.09589	44.409763	26.162947	32.03068	40.754547	48.34948	51.346466	53.878075	29.724524	54.720184	57.042793	22.28246	30.863277	22.195206	31.505142	41.224915	22.517397	61.857143	30.914967	22.505695	25.235632	32.524517	25.310858	29.285051	29.036077	33.56457	37.11279	60.040222	34.15844	27.274193	42.840412	36.63371	37.915634	37.051704	65.829155	48.399086	49.263157	30.855705	26.45819	30.278212	36.387825	36.380844	29.591534	27.0881	50.402985	41.944256	9.276693	38.667046	33.70102	31.714123	33.206856	40.102623	33.70345	47.165344	39.75056	53.118702	34.087837	39.281284	33.372093	28.352543	11.965051	73.94564	31.551208	46.445423	34.856186	41.33448	66.75113	44.028408	46.518723	18.802095	32.083805	26.559633	25.269613	36.577724	27.251694	37.278965	15.873287	38.272316	35.272118	6.1685395	41.346775	29.160933	25.11792	28.785547	33.670856	25.735912	24.900661	17.133787	35.790485	16.316269	46.465557	28.842403	27.77242	6.415437	7.9446955	27.093258	29.804571	62.352413	26.139748	38.19639	14.881881	45.35785	25.373016	30.977552	67.27356	19.381653	30.694197	27.590034	44.115295	47.71207	35.920506	38.839634	47.648	31.928328	41.60599	22.49829	37.415333	15.552119
29.900343	31.511864	34.530865	25.784512	22.158987	32.57191	18.512249	35.23693	19.828735	9.468785	26.19977	29.599098	30.831808	36.13426	19.33853	18.223864	24.104378	10.4758625	31.568336	42.97717	44.45857	26.137278	32.12173	40.6375	48.384083	51.34067	53.879196	29.713005	54.674313	57.006756	22.389965	30.873302	22.227169	31.600687	41.164936	22.464045	61.823128	30.879818	22.481186	25.18046	32.50399	25.371853	29.24246	29.032732	33.58286	37.172092	60.070393	34.177956	27.193771	42.910446	36.695507	37.79415	37.047005	65.612755	48.380844	49.146454	30.821949	26.471935	30.268456	36.326946	36.352337	29.608946	27.101948	50.471264	42.17406	9.244547	38.694412	33.830124	31.6959	33.258286	40.159634	33.711163	47.18913	39.721478	53.17021	34.022522	39.190475	33.27464	28.363123	11.993236	74.19366	31.620968	46.539734	34.861763	41.252003	66.76013	44.007954	46.486786	18.75553	32.03284	26.607798	25.239779	36.467518	27.326185	37.33671	15.867429	38.171947	35.2211	6.152809	41.29181	29.029966	25.025463	28.792542	33.577145	25.759115	24.81788	17.18821	35.91487	16.378132	46.417778	28.910227	27.8	6.403409	7.98307	27.161798	29.776	62.51852	26.172966	38.22122	14.862386	45.33809	25.408163	30.976404	67.35517	19.369196	30.699778	27.612246	44.142857	47.68217	36.094578	38.823597	47.558857	31.879408	41.566822	22.45382	37.292908	15.555555
29.900343	31.554802	34.656567	25.840628	22.137096	32.619102	18.469866	35.18931	19.83084	9.455682	26.237875	29.594595	30.955378	36.15625	19.365255	18.302273	24.159372	10.468354	31.504557	42.95548	44.5017	26.11942	32.050056	40.609093	48.382217	51.353416	53.61745	29.533632	54.74053	56.92455	22.342075	30.858597	22.178082	31.59611	41.05767	22.430338	61.809307	30.842403	22.50513	25.167816	32.48689	25.368422	29.258701	29.074492	33.506287	36.986046	60.137585	34.25488	27.161476	42.879448	36.72809	37.740158	36.910694	65.47836	48.478905	49.017162	30.706608	26.489119	30.244967	36.325817	36.36374	29.566513	27.19244	50.437283	41.993176	9.254879	38.746864	33.56512	31.66287	33.246857	39.99202	33.821632	47.23443	39.51566	53.216125	33.942566	39.13621	33.25028	28.290724	11.993236	73.83239	31.597927	46.380795	34.81271	41.189003	66.78354	44.022728	46.312775	18.72992	31.943375	26.639908	25.276548	36.438515	27.336344	37.407658	15.8525715	37.993214	35.257015	6.133858	41.238754	28.992231	25.049768	28.810024	33.648	25.700222	24.76159	17.214285	35.76731	16.339407	46.399334	28.867046	27.904495	6.3863635	7.942438	27.14719	29.830856	62.583614	26.088202	38.165913	14.864679	45.21405	25.360544	31.101238	67.41494	19.351076	30.70424	27.638323	44.195427	47.6866	36.08535	38.806416	47.593143	31.88851	41.440094	22.393387	37.24256	15.540665
29.986238	31.550283	34.708195	25.830528	22.208765	32.483147	18.495535	35.132515	19.760645	9.525	26.236721	29.52027	30.852404	36.198147	19.347439	18.184092	23.811447	10.424626	31.322323	42.60274	44.261364	26.041294	31.997725	40.205917	48.332565	50.882965	53.551453	29.539843	54.64294	56.48311	22.303307	30.797512	22.157715	31.453608	41.072666	22.374157	61.602726	30.554422	22.45154	25.005747	32.369442	25.398169	29.229698	29.097065	33.399773	37.018627	59.91499	34.003445	27.11188	42.893227	36.628796	37.697414	37.008224	65.17882	48.435577	48.901604	30.68309	26.390608	30.154362	36.154453	36.420753	29.550459	27.07102	49.8458	42.036404	9.185993	38.664383	33.644394	31.802736	33.33295	40.134857	33.79977	46.99094	39.18813	52.95073	33.734234	39.152824	33.01218	28.110859	11.890642	73.6342	31.556452	46.218544	34.253067	41.13402	66.69898	43.88068	45.914097	18.691502	31.922989	26.633028	24.943584	36.40951	27.310383	37.351353	15.802286	37.952488	35.250282	6.150731	41.080738	29.009989	25.027779	28.712122	33.402287	25.621681	24.732891	17.244041	35.904655	16.355352	46.31813	28.831818	28.022472	6.351136	7.925508	26.9809	29.861713	62.45567	26.108946	38.19526	14.823395	45.13172	25.321995	31.05062	67.35517	19.329557	30.69308	27.709751	44.242287	47.726467	36.091118	38.783504	47.538284	31.93743	41.40092	22.335234	37.272312	15.523482
29.91399	31.541243	34.639732	25.765432	22.211317	32.480316	18.416294	35.143654	19.785961	9.415245	26.242495	29.43356	30.8238	36.296986	19.337416	18.20819	23.76854	10.452244	31.246014	42.510273	44.163822	25.946428	31.769056	40.05802	48.31597	50.935036	53.41499	29.457912	54.624138	56.25901	22.201824	30.715742	22.179428	31.358534	40.946945	22.359955	61.485226	30.45403	22.435575	25.04718	32.277397	25.503433	29.227379	29.01243	33.318806	37.037296	59.793064	34.004593	27.140715	42.84271	36.57143	37.584927	36.86134	65.062645	48.372864	48.80206	30.760359	26.305046	30.163311	36.024803	36.39795	29.471872	27.050402	49.78596	42.141068	9.138921	38.627853	33.600227	31.805937	33.31922	39.95657	33.73878	46.908268	39.119957	52.81971	33.721535	39.146343	32.864895	28.223103	11.8060875	73.68594	31.579493	46.240883	34.15866	41.04587	66.52086	43.75909	45.862335	18.662397	31.8641	26.525229	24.861725	36.384438	27.23702	37.12275	15.707429	37.930916	35.15825	6.102362	41.01039	28.973333	25.221321	28.706293	33.35657	25.724253	24.69978	17.235228	36.007954	16.291904	46.23137	28.802273	27.98427	6.3386364	7.9266367	27.006742	29.870857	62.291805	26.074541	38.106094	14.808486	45.095604	25.378685	31.032621	67.43449	19.295584	30.625	27.596373	44.251427	47.66113	36.047344	38.725086	47.44	31.959044	41.373272	22.293045	37.228832	15.439862
